Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,15.615220,15.678981,15.547723,15.610239,15.592496,78541293
2010-01-05,15.620949,15.637387,15.480475,15.541497,15.523831,120638494
2010-01-06,15.588072,15.588072,15.102393,15.149715,15.132495,159744526
2010-01-07,15.178109,15.193053,14.760922,14.797037,14.780218,257533695
2010-01-08,14.744733,15.024933,14.672753,14.994298,14.977255,189680313
2010-01-11,15.055070,15.055070,14.795543,14.971633,14.954616,289597429
2010-01-12,14.885456,14.898158,14.645107,14.706875,14.690158,194859654
2010-01-13,14.358431,14.654571,14.293923,14.622441,14.605821,260838034
2010-01-14,14.542989,14.799528,14.515841,14.691184,14.674485,170239717
2010-01-15,14.778108,14.783587,14.397036,14.445853,14.429433,218194794
2010-01-19,14.475741,14.705381,14.353450,14.635642,14.619006,173315202
2010-01-20,14.594795,14.594795,14.328543,14.456065,14.439633,130515377
2010-01-21,14.531532,14.615717,14.252827,14.520075,14.503571,253253712
2010-01-22,14.059800,14.211731,13.321567,13.698903,13.683332,273035583
2010-01-25,13.613722,13.695665,13.337757,13.449588,13.434300,177458675
2010-01-26,13.399027,13.688691,13.357184,13.509862,13.494506,174873019
2010-01-27,13.481219,13.640123,13.332775,13.501892,13.486545,159170382
2010-01-28,13.561418,13.623934,13.215465,13.307371,13.292245,129648138
2010-01-29,13.411979,13.474245,13.091181,13.199027,13.184024,166240784
2010-02-01,13.315092,13.345229,13.207993,13.275739,13.260649,90369462
2010-02-02,13.324058,13.324058,13.140994,13.228417,13.213381,164462143
2010-02-03,13.167395,13.501892,13.156436,13.470011,13.454700,120413655
2010-02-04,13.374868,13.399774,13.089936,13.120322,13.105409,135614418
2010-02-05,13.160671,13.287694,13.012725,13.232651,13.217609,126713179
2010-02-08,13.262788,13.499401,13.238628,13.286947,13.271845,108175956
2010-02-09,13.438131,13.487695,13.326798,13.360920,13.345733,113206742
2010-02-10,13.301891,13.394544,13.142987,13.311356,13.296226,107380987
2010-02-11,13.283211,13.461792,13.188068,13.359924,13.344739,96761331
2010-02-12,13.274494,13.378604,13.212975,13.278230,13.263137,91529795
2010-02-16,13.371630,13.552452,13.307620,13.481966,13.466641,146723904
2010-02-17,13.499401,13.534270,13.390061,13.405005,13.389769,81492313
2010-02-18,13.388317,13.574370,13.353448,13.529787,13.514408,93826371
2010-02-19,13.462788,13.549961,13.442116,13.468517,13.453208,102506786
2010-02-22,13.632651,13.636387,13.474494,13.519326,13.503960,86105539
2010-02-23,13.524308,13.539999,13.257557,13.326798,13.311650,115334688
2010-02-24,13.299650,13.410733,13.213224,13.237134,13.222088,93412827
2010-02-25,13.128790,13.162912,12.951455,13.111604,13.096701,132864148
2010-02-26,13.136262,13.244108,13.038130,13.120820,13.105906,82279251
2010-03-01,13.180596,13.282464,13.144232,13.267520,13.252439,89851528
2010-03-02,13.337010,13.590559,13.325303,13.475989,13.460671,174925214
2010-03-03,13.508367,13.651830,13.430908,13.582091,13.566653,124039193
2010-03-04,13.611481,13.851332,13.604009,13.812976,13.797276,127829347
2010-03-05,13.981344,14.138754,13.945230,14.052577,14.036604,157074555
2010-03-08,14.066774,14.076737,13.972876,14.009489,13.993565,95813793
2010-03-09,13.943985,14.063785,13.860547,13.952453,13.936593,127540267
2010-03-10,14.041369,14.408493,14.002764,14.357435,14.341116,227043838
2010-03-11,14.302889,14.600524,14.301395,14.474247,14.457795,169966698
2010-03-12,14.648593,14.652080,14.424932,14.434396,14.417989,110548817
2010-03-15,14.114097,14.183088,13.848094,14.026924,14.010981,186853758
