Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,112.370003,113.389999,111.510002,113.330002,86.860062,118944600
2010-01-05,113.260002,113.680000,112.849998,113.629997,87.090012,111579900
2010-01-06,113.519997,113.989998,113.430000,113.709999,87.151337,116074400
2010-01-07,113.500000,114.330002,113.180000,114.190002,87.519226,131091100
2010-01-08,113.889999,114.620003,113.660004,114.570000,87.810448,126402800
2010-01-11,115.080002,115.129997,114.239998,114.730003,87.933052,106375700
2010-01-12,113.970001,114.209999,113.220001,113.660004,87.112991,163333500
2010-01-13,113.949997,114.940002,113.370003,114.620003,87.848747,161822000
2010-01-14,114.489998,115.139999,114.419998,114.930000,88.086365,115718800
2010-01-15,114.730003,114.839996,113.199997,113.639999,87.097649,212283100
2010-01-19,113.620003,115.129997,113.589996,115.059998,88.185982,139172700
2010-01-20,114.279999,114.449997,112.980003,113.889999,87.289246,216490200
2010-01-21,113.919998,114.269997,111.559998,111.699997,85.610771,344859600
2010-01-22,111.199997,111.739998,109.089996,109.209999,83.702354,345942400
2010-01-25,110.209999,110.410004,109.410004,109.769997,84.131561,186937500
2010-01-26,109.339996,110.470001,109.040001,109.309998,83.779015,211168800
2010-01-27,109.169998,110.080002,108.330002,109.830002,84.177536,271863600
2010-01-28,110.190002,110.250000,107.910004,108.570000,83.211838,316104000
2010-01-29,109.040001,109.800003,107.220001,107.389999,82.307457,310677600
2010-02-01,108.150002,109.070000,107.500000,109.059998,83.587379,187865000
2010-02-02,109.260002,110.589996,108.879997,110.379997,84.599045,216327900
2010-02-03,109.879997,110.480003,109.510002,109.830002,84.177536,172730700
2010-02-04,108.980003,109.029999,106.419998,106.440002,81.579315,356715700
2010-02-05,106.559998,106.879997,104.580002,106.660004,81.747940,493585800
2010-02-08,106.739998,107.330002,105.809998,105.889999,81.157776,224166900
2010-02-09,107.129997,108.150002,106.269997,107.220001,82.177162,337820500
2010-02-10,107.050003,107.599998,106.110001,107.010002,82.016174,240511500
2010-02-11,106.870003,108.250000,106.250000,108.129997,82.874603,223591600
2010-02-12,106.989998,108.099998,106.510002,108.040001,82.805611,304622100
2010-02-16,108.860001,109.849998,107.820000,109.739998,84.108566,159317500
2010-02-17,110.269997,110.410004,109.739998,110.260002,84.507088,168845100
2010-02-18,110.080002,111.139999,110.040001,110.910004,85.005287,193708600
2010-02-19,110.620003,111.570000,110.360001,111.139999,85.181572,222684900
2010-02-22,111.550003,111.580002,110.830002,111.160004,85.196907,132346900
2010-02-23,110.860001,111.199997,109.519997,109.809998,84.162201,207497000
2010-02-24,110.139999,111.000000,109.860001,110.820000,84.936302,176350700
2010-02-25,109.239998,110.750000,108.940002,110.669998,84.821342,259634700
2010-02-26,110.769997,111.120003,110.110001,110.739998,84.875000,173589300
2010-03-01,111.199997,112.000000,111.169998,111.889999,85.756401,147709700
2010-03-02,112.370003,112.739998,112.000000,112.199997,85.993996,160992400
2010-03-03,112.489998,112.970001,112.019997,112.300003,86.070663,150785000
2010-03-04,112.449997,112.800003,112.029999,112.639999,86.331207,135770400
2010-03-05,113.370003,114.339996,113.099998,114.250000,87.565178,176118800
2010-03-08,114.260002,114.519997,114.070000,114.269997,87.580498,114631200
2010-03-09,113.930000,114.989998,113.870003,114.459999,87.726112,154556700
2010-03-10,114.510002,115.279999,114.410004,114.970001,88.117012,186088800
2010-03-11,114.699997,115.480003,114.349998,115.449997,88.484901,160791100
2010-03-12,115.949997,115.970001,115.139999,115.459999,88.492569,162074800
2010-03-15,115.260002,115.570000,114.599998,115.489998,88.515541,146816800
2010-03-16,115.809998,116.519997,115.489998,116.410004,89.220680,168673000
2010-03-17,116.760002,117.480003,116.419998,117.099998,89.749519,177468100
2010-03-18,117.110001,117.269997,116.570000,117.040001,89.703537,196509100
2010-03-19,115.970001,117.290001,115.519997,115.970001,89.249481,226641100
2010-03-22,115.309998,116.800003,115.239998,116.589996,89.726608,184477800
2010-03-23,116.760002,117.510002,116.379997,117.410004,90.357689,182941600
2010-03-24,116.970001,117.430000,115.580002,116.839996,89.919014,196072600
2010-03-25,117.629997,118.169998,116.510002,116.650002,89.772797,223396300
2010-03-26,116.870003,117.419998,116.120003,116.580002,89.718910,205808500
2010-03-29,117.169998,117.529999,116.690002,117.320000,90.288422,134513500
2010-03-30,117.459999,117.830002,116.910004,117.400002,90.350006,145772500
2010-03-31,116.949997,117.519997,116.610001,117.000000,90.042160,161078700
2010-04-01,117.800003,118.250000,117.099998,117.800003,90.657814,161215200
2010-04-05,118.250000,118.839996,117.919998,118.760002,91.396606,105847600
2010-04-06,118.419998,119.250000,118.290001,119.040001,91.612122,110384200
2010-04-07,118.800003,119.360001,117.809998,118.360001,91.088814,184576300
2010-04-08,117.949997,118.970001,117.599998,118.769997,91.404327,158704000
2010-04-09,119.019997,119.599998,118.800003,119.550003,92.004631,133006500
2010-04-12,119.699997,120.050003,119.559998,119.739998,92.150826,110279000
2010-04-13,119.620003,120.040001,119.000000,119.830002,92.220085,125043600
2010-04-14,120.269997,121.190002,120.080002,121.190002,93.266754,161609000
2010-04-15,120.989998,121.570000,120.949997,121.290001,93.343712,144615300
2010-04-16,120.860001,121.290001,118.750000,119.360001,91.858376,366786700
2010-04-19,119.010002,119.930000,118.470001,119.809998,92.204697,217947800
2010-04-20,120.559998,120.980003,119.870003,120.879997,93.028168,157708000
2010-04-21,120.949997,121.230003,119.989998,120.660004,92.858864,192910100
2010-04-22,119.809998,121.169998,119.120003,121.019997,93.135918,115360300
2010-04-23,120.940002,121.860001,120.629997,121.809998,93.743889,177335500
2010-04-26,121.849998,122.120003,121.230003,121.349998,93.389877,143457300
2010-04-27,120.650002,121.339996,118.250000,118.480003,91.181145,355853300
2010-04-28,119.050003,119.680000,118.269997,119.379997,91.873772,300674100
2010-04-29,120.099998,121.110001,120.070000,120.860001,93.012779,193775000
2010-04-30,120.879997,121.010002,118.779999,118.809998,91.435104,270000900
2010-05-03,119.379997,120.680000,119.199997,120.349998,92.620316,182747900
2010-05-04,119.010002,119.029999,116.919998,117.519997,90.442345,360353400
2010-05-05,116.559998,117.800003,115.970001,116.820000,89.903625,328973200
2010-05-06,116.260002,117.000000,105.000000,112.940002,86.917625,647356600
2010-05-07,112.639999,113.769997,109.410004,111.260002,85.624695,637558800
2010-05-10,115.809998,116.650002,114.910004,116.160004,89.395706,396159600
2010-05-11,115.070000,117.360001,114.910004,115.830002,89.141754,317849800
2010-05-12,116.290001,117.620003,116.089996,117.449997,90.388474,235607100
2010-05-13,117.129997,117.680000,115.889999,115.989998,89.264862,234452500
2010-05-14,115.120003,115.330002,112.870003,113.889999,87.648727,345601400
2010-05-17,114.199997,114.519997,111.769997,113.949997,87.694885,325739800
2010-05-18,114.879997,115.220001,112.029999,112.400002,86.502060,360556800
2010-05-19,111.769997,112.769997,110.360001,111.760002,86.009491,394742700
2010-05-20,109.379997,109.889999,107.470001,107.540001,82.761803,530418300
2010-05-21,105.910004,109.379997,105.360001,109.110001,83.970078,500909400
2010-05-24,108.519997,109.389999,107.610001,107.709999,82.892654,269823000
2010-05-25,105.110001,107.870003,104.379997,107.820000,82.977333,396505200
2010-05-26,108.480003,109.470001,106.849998,107.169998,82.477058,349719300
2010-05-27,109.190002,110.800003,108.779999,110.760002,85.239906,300870500
2010-05-28,110.639999,110.720001,108.849998,109.370003,84.170151,297933500
2010-06-01,108.349998,109.949997,107.370003,107.529999,82.754135,277909400
2010-06-02,108.080002,110.339996,107.510002,110.330002,84.908951,240243700
2010-06-03,110.650002,111.059998,109.580002,110.709999,85.201439,226618300
2010-06-04,108.610001,109.330002,106.459999,106.820000,82.207695,398475600
2010-06-07,107.199997,107.610001,105.410004,105.489998,81.184128,264609100
2010-06-08,105.570000,106.830002,104.650002,106.620003,82.053787,357774300
2010-06-09,107.239998,108.279999,105.599998,106.050003,81.615135,268023300
2010-06-10,107.860001,109.279999,106.040001,109.150002,84.000870,317890600
2010-06-11,108.190002,109.750000,108.120003,109.680000,84.408745,214128200
2010-06-14,110.519997,111.120003,109.400002,109.510002,84.277901,207196100
2010-06-15,110.279999,112.099998,110.089996,112.000000,86.194191,238268700
2010-06-16,111.419998,112.419998,111.199997,111.959999,86.163399,216374000
2010-06-17,112.279999,112.330002,111.050003,112.139999,86.301941,263185800
2010-06-18,111.830002,112.129997,111.370003,111.730003,86.395523,174006600
2010-06-21,113.120003,113.199997,110.790001,111.410004,86.148056,213140700
2010-06-22,111.410004,111.900002,109.410004,109.570000,84.725296,239355400
2010-06-23,109.639999,110.029999,108.480003,109.230003,84.462387,254639900
2010-06-24,108.690002,108.830002,107.139999,107.419998,83.062767,268523600
2010-06-25,107.739998,108.419998,106.769997,107.870003,83.410767,238726500
2010-06-28,108.029999,108.320000,107.139999,107.529999,83.147858,169218600
2010-06-29,106.019997,107.510002,103.550003,104.209999,80.580658,373649500
2010-06-30,103.919998,104.879997,102.879997,103.220001,79.815140,284101700
2010-07-01,103.150002,103.489998,101.129997,102.760002,79.459412,382924800
2010-07-02,103.110001,103.419998,101.620003,102.199997,79.026382,233385200
2010-07-06,103.639999,104.370003,101.879997,102.870003,79.544479,256935300
2010-07-07,103.129997,106.239998,103.019997,106.110001,82.049820,253769400
2010-07-08,107.000000,107.279999,105.910004,107.160004,82.861740,210842100
2010-07-09,107.129997,107.970001,106.930000,107.959999,83.480339,144999900
2010-07-12,107.599998,108.239998,107.150002,108.029999,83.534470,131283600
2010-07-13,109.150002,110.089996,108.930000,109.660004,84.794853,213025900
2010-07-14,109.309998,110.080002,108.860001,109.650002,84.787148,184426800
2010-07-15,109.610001,110.059998,108.169998,109.680000,84.810333,232337900
2010-07-16,109.089996,109.209999,106.449997,106.660004,82.475128,282693400
2010-07-19,107.050003,107.629997,106.220001,107.290001,82.962250,186709000
2010-07-20,105.870003,108.559998,105.820000,108.480003,83.882446,258162400
2010-07-21,109.040001,109.070000,106.629997,107.070000,82.792145,264527000
2010-07-22,108.339996,109.940002,108.330002,109.459999,84.640221,274781300
2010-07-23,109.239998,110.570000,108.930000,110.410004,85.374832,222020800
2010-07-26,110.599998,111.669998,110.290001,111.559998,86.264053,184445700
2010-07-27,112.169998,112.290001,111.110001,111.550003,86.256325,204855600
2010-07-28,111.320000,111.660004,110.459999,110.830002,85.699585,163056200
2010-07-29,111.519997,111.820000,109.410004,110.290001,85.282028,220149100
2010-07-30,109.169998,110.860001,108.980003,110.269997,85.266533,220070600
2010-08-02,111.989998,112.940002,111.540001,112.760002,87.191948,188263200
2010-08-03,112.480003,112.769997,111.849998,112.220001,86.774384,146657300
2010-08-04,112.529999,113.110001,112.160004,112.970001,87.354317,158171700
2010-08-05,112.250000,112.910004,112.080002,112.849998,87.261543,140473800
2010-08-06,111.739998,112.570000,110.919998,112.389999,86.905861,239728300
2010-08-09,112.919998,113.180000,112.320000,112.989998,87.369804,120800400
2010-08-10,112.029999,112.980003,111.370003,112.379997,86.898102,242916300
2010-08-11,110.650002,110.690002,109.120003,109.300003,84.516518,273406900
2010-08-12,107.650002,109.019997,107.599998,108.629997,83.998421,239542600
2010-08-13,108.290001,108.959999,108.180000,108.309998,83.750999,158698500
2010-08-16,107.570000,108.610001,107.180000,108.260002,83.712303,147895300
2010-08-17,109.190002,110.389999,108.879997,109.589996,84.740776,172270300
2010-08-18,109.540001,110.379997,108.910004,109.790001,84.895378,182922100
2010-08-19,109.220001,109.489998,107.430000,107.879997,83.418472,265847600
2010-08-20,107.559998,107.940002,106.750000,107.529999,83.147858,209714200
2010-08-23,108.040001,108.570000,107.070000,107.120003,82.830818,163490300
2010-08-24,105.949997,106.389999,104.970001,105.529999,81.601349,280677800
2010-08-25,104.949997,106.339996,104.290001,105.940002,81.918373,272234800
2010-08-26,106.440002,106.580002,104.879997,105.230003,81.369400,224439500
2010-08-27,105.889999,106.970001,104.309998,106.860001,82.629745,272649000
2010-08-30,106.580002,106.910004,105.300003,105.309998,81.431213,167238600
2010-08-31,104.919998,105.980003,104.489998,105.309998,81.431213,273933100
2010-09-01,106.730003,108.610001,106.660004,108.459999,83.866959,256828100
